customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
OF77789,Arizona,F,High School or Below,425462.07%,11904.0,61.0,1/2/00,Personal Auto,Two-Door Car,292.8,
YB33445,Oregon,F,College,898285.04%,43490.0,114.0,1/4/00,Corporate Auto,SUV,174.588413,
BA17836,California,M,High School or Below,786816.60%,57340.0,67.0,1/0/00,Corporate Auto,Four-Door Car,159.391681,
JS43228,California,M,College,770424.87%,49088.0,97.0,1/0/00,Corporate Auto,Four-Door Car,698.4,
BB11622,Nevada,M,Master,1055217.00%,47761.0,131.0,1/0/00,Personal Auto,SUV,232.711071,
HQ70429,Washington,F,College,1604510.95%,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,163.046956,
WK88044,Arizona,M,Bachelor,873783.75%,61281.0,110.0,1/0/00,Personal Auto,SUV,79.865605,
LA80525,Nevada,M,Bachelor,545489.07%,0.0,82.0,1/1/00,Corporate Auto,Two-Door Car,393.6,
EH16250,Arizona,M,Bachelor,770528.33%,25290.0,66.0,1/0/00,Personal Auto,Four-Door Car,382.085897,
PU41872,Arizona,F,High School or Below,703926.24%,24239.0,88.0,1/0/00,Personal Auto,Four-Door Car,48.348319,
HB85743,California,M,Bachelor,883808.56%,82664.0,114.0,1/3/00,Personal Auto,SUV,133.425609,
MM71959,Arizona,M,Bachelor,873352.73%,83210.0,110.0,1/0/00,Personal Auto,Sports Car,528.0,
MB83663,Oregon,F,Bachelor,959747.48%,38736.0,81.0,1/0/00,Personal Auto,Two-Door Car,561.414794,
KR43119,California,M,College,450666.02%,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,
KH24214,Oregon,M,College,1785797.23%,55437.0,64.0,1/1/00,Personal Auto,Four-Door Car,445.287788,
AC40767,Washington,M,Bachelors,249780.82%,68041.0,6464.0,1/0/00,Personal Auto,Two-Door Car,165.570243,
HP55391,Oregon,M,Master,542613.62%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,407.99684,
EG62398,California,F,High School or Below,799814.38%,29066.0,100.0,1/0/00,Personal Auto,SUV,844.229478,
VS19949,Nevada,M,Bachelor,289762.07%,54337.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,
AM92343,Oregon,F,High School or Below,1159950.22%,67616.0,96.0,1/0/00,Personal Auto,Four-Door Car,340.306584,
GI68556,California,F,Bachelor,1514793.06%,41082.0,63.0,1/0/00,Personal Auto,Two-Door Car,106.647493,
JT11876,WA,F,High School or Below,543576.78%,0.0,10202.0,1/0/00,Personal Auto,Four-Door Car,626.116259,
XR64251,Nevada,F,Master,272535.64%,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.60333,
MK34957,Oregon,F,College,1329771.23%,50631.0,112.0,1/4/00,Special Auto,SUV,784.65781,
GP18756,California,M,College,992704.97%,19592.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6,
AP23850,WA,F,High School or Below,1777154.90%,0.0,114.0,1/0/00,Personal Auto,Two-Door Car,547.2,
KQ65521,Arizona,F,College,1826927.02%,55761.0,115.0,1/0/00,Personal Auto,Sports Car,86.27772,
EJ19449,California,F,College,272221.07%,17576.0,71.0,1/0/00,Special Auto,Four-Door Car,398.502948,
QB70027,California,F,Bachelor,708321.24%,41449.0,89.0,1/0/00,Personal Auto,Four-Door Car,63.516572,
QW47320,Cali,F,Bachelor,1017971.70%,14290.0,271.0,1/0/00,Personal Auto,Luxury SUV,1300.8,
KH64733,Nevada,F,College,588950.91%,62007.0,73.0,1/0/00,Personal Auto,Four-Door Car,120.015609,
ON59472,Arizona,M,High School or Below,1577139.34%,21921.0,206.0,1/0/00,Corporate Auto,Luxury SUV,1254.137899,
HP94242,Arizona,F,Bachelor,528817.33%,42621.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,
RV15398,Oregon,M,College,2758055.40%,0.0,87.0,1/1/00,Personal Auto,Four-Door Car,417.6,
EA25683,WA,M,High School or Below,777853.23%,63786.0,196.0,1/0/00,Corporate Auto,Luxury SUV,798.002689,
PW73754,Cali,F,High School or Below,734186.13%,0.0,104.0,1/3/00,Personal Auto,Sports Car,82.041684,
MC71942,Cali,F,High School or Below,791919.70%,82877.0,99.0,1/1/00,Personal Auto,Two-Door Car,22.819088,
OX72195,Arizona,M,College,216387.02%,0.0,63.0,1/0/00,Corporate Auto,Two-Door Car,302.4,
YQ99152,Nevada,M,High School or Below,978780.88%,10475.0,88.0,1/1/00,Personal Auto,Two-Door Car,422.4,
KI19439,Oregon,F,High School or Below,520764.08%,21952.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,
PM76175,Oregon,F,Bachelor,2114727.72%,49721.0,132.0,1/0/00,Corporate Auto,Sports Car,639.971388,
US45383,Cali,M,College,1228076.66%,88340.0,102.0,1/0/00,Personal Auto,Two-Door Car,489.6,
GT38956,Cali,F,College,244139.42%,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0,
SN41301,Oregon,M,Bachelor,653556.06%,0.0,65.0,1/0/00,Corporate Auto,Four-Door Car,468.0,
BE62503,WA,F,College,920659.83%,24589.0,82.0,1/0/00,Personal Auto,Two-Door Car,511.497882,
PA16884,Cali,F,Bachelor,411858.86%,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.4,
NC58480,Nevada,F,Bachelor,483820.90%,73769.0,61.0,1/2/00,Personal Auto,Four-Door Car,239.540223,
NS39326,Cali,F,College,462554.81%,66670.0,114.0,1/0/00,Personal Auto,SUV,518.180364,
PN18507,Arizona,M,Bachelor,1404210.30%,88854.0,118.0,1/0/00,Personal Auto,Two-Door Car,715.252366,
EK91340,Oregon,M,Bachelor,754661.35%,31266.0,193.0,1/0/00,Corporate Auto,Luxury Car,926.4,
JY16280,Cali,F,High School or Below,251459.20%,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.124914,
ZW71731,Cali,M,Bachelor,517035.84%,89284.0,133.0,1/2/00,Corporate Auto,SUV,402.070719,
ZC24631,Oregon,M,College,1391737.72%,67267.0,89.0,1/0/00,Corporate Auto,Four-Door Car,94.814032,
YR34689,Cali,F,High School or Below,1131813.08%,79270.0,95.0,1/3/00,Personal Auto,Four-Door Car,456.0,
RT65829,Oregon,M,Bachelor,427636.36%,36692.0,109.0,1/1/00,Personal Auto,Four-Door Car,523.2,
BZ12077,Oregon,F,High School or Below,432224.03%,0.0,119.0,1/0/00,Personal Auto,SUV,571.2,
WM65373,Cali,F,College,800230.83%,0.0,107.0,1/0/00,Corporate Auto,SUV,513.6,
NH35059,Nevada,M,College,388545.64%,0.0,105.0,1/0/00,Corporate Auto,Four-Door Car,504.0,
QD38160,Oregon,M,College,447177.82%,0.0,135.0,1/0/00,Personal Auto,SUV,972.0,
BM15160,Cali,F,High School or Below,849635.28%,44624.0,71.0,1/1/00,Special Auto,Four-Door Car,73.883044,
VY79030,Arizona,F,College,2250088.35%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8,
EV19512,Nevada,F,Master,1630196.76%,19614.0,85.0,1/0/00,Personal Auto,Two-Door Car,574.024018,
TE13577,Oregon,F,College,231973.59%,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,632.715382,
WY97929,Arizona,M,College,871704.98%,83846.0,74.0,1/3/00,Special Auto,Four-Door Car,355.2,
YG20683,WA,M,College,286011.17%,51159.0,72.0,1/0/00,Personal Auto,Four-Door Car,4.238626,
FK75497,Cali,M,College,245340.83%,83772.0,62.0,1/0/00,Personal Auto,Two-Door Car,42.248087,
NE60110,Arizona,M,College,598977.39%,66839.0,154.0,1/0/00,Personal Auto,Sports Car,739.2,
TN36521,Arizona,F,College,2498022.55%,88440.0,70.0,1/0/00,Personal Auto,Two-Door Car,27.145151,
HG33568,Arizona,F,Master,748263.95%,25666.0,63.0,1/2/00,Personal Auto,Four-Door Car,270.002766,
TW17878,Oregon,F,High School or Below,245757.60%,52926.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,
ZO83562,Nevada,F,Bachelor,237974.12%,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,494.946438,
CH97539,WA,F,Bachelor,828696.44%,40001.0,70.0,1/0/00,Personal Auto,Four-Door Car,142.567008,
CV29889,Cali,M,College,239391.54%,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.266308,
MO33320,Oregon,M,College,465715.95%,18024.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0,
QZ81258,Oregon,F,College,1319792.89%,0.0,68.0,1/3/00,Personal Auto,Four-Door Car,326.4,
NY56352,Oregon,F,Bachelor,280391.67%,23220.0,74.0,1/0/00,Personal Auto,Four-Door Car,251.334247,
EA27048,Cali,F,High School or Below,864650.41%,64125.0,108.0,1/0/00,Personal Auto,SUV,369.818708,
UT38865,Oregon,F,College,742587.06%,58042.0,62.0,1/0/00,Corporate Auto,Four-Door Car,161.419528,
QC89139,Oregon,F,High School or Below,452873.74%,90034.0,112.0,1/0/00,Corporate Auto,SUV,537.6,
LA14484,Nevada,M,High School or Below,222707.28%,27972.0,61.0,1/0/00,Special Auto,Four-Door Car,292.8,
HN57556,Cali,F,High School or Below,729294.88%,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0,
CV31235,Arizona,M,Bachelor,318435.52%,50989.0,80.0,1/0/00,Corporate Auto,Four-Door Car,255.999709,
WR45726,Arizona,F,Bachelor,1131520.37%,11885.0,101.0,1/0/00,Special Auto,Four-Door Car,484.8,
LB25094,Cali,F,Bachelor,253070.51%,89451.0,63.0,1/0/00,Special Auto,Four-Door Car,61.769564,
KW56110,Oregon,M,Bachelor,1836155.53%,0.0,182.0,1/0/00,Personal Auto,Luxury Car,1310.4,
XO36233,WA,M,Bachelor,864153.00%,78904.0,109.0,1/0/00,Personal Auto,SUV,250.001424,
ZX86243,Arizona,M,Doctor,327853.19%,70247.0,83.0,1/1/00,Personal Auto,Four-Door Car,141.799422,
DW29763,Arizona,M,High School or Below,527198.21%,32653.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6,
CT83377,WA,M,High School or Below,376363.77%,93595.0,97.0,1/4/00,Special Auto,Four-Door Car,49.797016,
OQ90898,Cali,M,Master,1395556.96%,90279.0,115.0,1/0/00,Personal Auto,SUV,372.175592,
GO77248,Oregon,F,College,500152.75%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,542.14385,
QW33258,Cali,M,Bachelor,708283.04%,53310.0,189.0,1/3/00,Personal Auto,Luxury Car,1360.8,
OU79745,Cali,M,College,761948.28%,0.0,105.0,1/0/00,Personal Auto,Four-Door Car,504.0,
VZ79886,Oregon,F,Bachelor,1255088.20%,22234.0,160.0,1/0/00,Personal Auto,SUV,768.0,
FI92440,WA,F,High School or Below,3219660.04%,91375.0,99.0,1/0/00,Personal Auto,Two-Door Car,72.632934,
YG85980,Nevada,F,High School or Below,679377.41%,22250.0,86.0,1/0/00,Personal Auto,Two-Door Car,720.601429,
QM74621,Oregon,M,Bachelor,527231.97%,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,576.0,
EI71732,Oregon,F,Doctor,626534.33%,0.0,84.0,1/1/00,Personal Auto,Four-Door Car,481.025786,
VN79010,Cali,F,High School or Below,854758.61%,51179.0,71.0,1/0/00,Corporate Auto,Four-Door Car,466.176731,
FI61723,Cali,M,Bachelor,278742.37%,38667.0,72.0,1/0/00,Personal Auto,Four-Door Car,159.266473,
OH55411,Cali,F,Master,462680.11%,79487.0,114.0,1/0/00,Corporate Auto,SUV,547.2,
TF10720,Nevada,F,Doctor,866336.40%,67763.0,107.0,1/2/00,Personal Auto,Four-Door Car,41.283167,
NW30838,Nevada,M,High School or Below,387222.22%,0.0,62.0,1/2/00,Corporate Auto,Four-Door Car,503.808329,
CB58476,Oregon,F,College,517081.15%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,859.599411,
WI69346,Cali,F,Master,896028.02%,71943.0,112.0,1/0/00,Corporate Auto,SUV,305.653785,
FS76657,Oregon,F,College,547183.43%,53526.0,68.0,1/0/00,Personal Auto,Four-Door Car,278.902846,
YX89016,Oregon,M,College,3493100.17%,35005.0,295.0,1/0/00,Personal Auto,Luxury Car,1416.0,
PK28821,Cali,M,College,262039.23%,24721.0,67.0,1/0/00,Personal Auto,Four-Door Car,139.963594,
MB51200,WA,M,College,1906949.95%,0.0,102.0,1/2/00,Personal Auto,Four-Door Car,734.4,
XG44587,Arizona,M,Master,575744.23%,88997.0,72.0,1/0/00,Personal Auto,Four-Door Car,174.041566,
FG91922,Arizona,M,Master,4022401.36%,48587.0,111.0,1/0/00,Personal Auto,SUV,532.8,
OM99303,Arizona,F,High School or Below,270148.83%,76310.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6,
RV67546,Cali,M,Bachelor,371243.05%,73205.0,92.0,1/0/00,Personal Auto,Four-Door Car,37.299865,
UJ79253,Oregon,F,College,2185084.00%,51056.0,78.0,1/0/00,Personal Auto,Four-Door Car,95.816516,
PN98247,Cali,M,College,784016.58%,58414.0,210.0,1/2/00,Personal Auto,Luxury SUV,1008.0,
IB67546,Cali,F,Bachelor,823703.79%,23940.0,107.0,1/0/00,Personal Auto,SUV,513.6,
OE19087,Cali,F,High School or Below,224347.39%,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,446.4,
CM95716,Cali,M,Bachelor,843446.41%,44216.0,71.0,1/0/00,Personal Auto,Four-Door Car,72.205362,
MW62634,Cali,M,High School or Below,222707.28%,27972.0,61.0,1/0/00,Corporate Auto,Four-Door Car,292.8,
QW67581,Arizona,F,High School or Below,517002.60%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,
SN16059,Cali,F,Master,264144.61%,29305.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2,
OE51254,Cali,F,College,279068.30%,53882.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,
RM42344,Oregon,M,College,274512.98%,91757.0,69.0,1/1/00,Personal Auto,Four-Door Car,331.2,
GB35238,Cali,F,Bachelor,757953.27%,33906.0,64.0,1/0/00,Personal Auto,Two-Door Car,401.592109,
ML82674,Oregon,M,Bachelor,1097878.03%,68158.0,139.0,1/1/00,Personal Auto,SUV,253.183568,
EI85244,Cali,M,College,825506.01%,0.0,134.0,1/3/00,Personal Auto,SUV,643.2,
DE28132,Oregon,M,College,474773.46%,42165.0,123.0,1/0/00,Corporate Auto,SUV,799.673766,
TV25678,WA,M,College,354090.43%,0.0,101.0,1/0/00,Personal Auto,SUV,727.2,
TY26512,Cali,M,Doctor,343613.43%,30817.0,88.0,1/0/00,Personal Auto,Four-Door Car,91.834668,
OB69153,Cali,M,Bachelor,258218.53%,68074.0,65.0,1/0/00,Personal Auto,Four-Door Car,27.987867,
QZ77637,Washington,F,College,1166509.78%,84978.0,35353.0,1/1/00,Corporate Auto,Four-Door Car,166.77296,
XN41715,Cali,F,Master,739628.37%,71135.0,92.0,1/1/00,Personal Auto,Four-Door Car,270.563995,
QR15857,Cali,F,College,433079.98%,0.0,61.0,1/0/00,Personal Auto,Two-Door Car,292.8,
FL69363,Oregon,M,Master,907576.82%,37722.0,116.0,1/0/00,Personal Auto,Sports Car,158.077504,
IS30295,Arizona,F,Bachelor,1463545.16%,0.0,139.0,1/0/00,Personal Auto,SUV,667.2,
WA25797,Washington,Male,High School or Below,856476.82%,95697.0,107.0,1/0/00,Personal Auto,Sports Car,178.006524,
NL59519,Cali,F,College,1156568.75%,64642.0,96.0,1/0/00,Personal Auto,Four-Door Car,404.265696,
ZU93025,Oregon,F,College,277104.50%,50071.0,71.0,1/0/00,Personal Auto,Two-Door Car,18.918935,
DK94262,Oregon,M,High School or Below,850712.88%,46754.0,106.0,1/1/00,Personal Auto,SUV,513.818403,
UQ30615,Cali,M,College,758211.38%,64801.0,64.0,1/0/00,Corporate Auto,Four-Door Car,268.471802,
OR40060,Arizona,M,Bachelor,332309.25%,70410.0,83.0,1/0/00,Personal Auto,Four-Door Car,131.828507,
DK32872,Nevada,F,High School or Below,523433.17%,66957.0,131.0,1/1/00,Personal Auto,SUV,628.8,
FA46418,Nevada,F,High School or Below,2470959.96%,24213.0,78.0,1/1/00,Personal Auto,Four-Door Car,374.4,
ER19995,Washington,F,College,1778627.78%,99790.0,6464.0,1/0/00,Personal Auto,Four-Door Car,178.986788,
KI75855,Oregon,M,Master,255122.67%,79751.0,63.0,1/0/00,Personal Auto,Two-Door Car,392.235698,
ND41876,Arizona,M,High School or Below,724771.37%,86122.0,182.0,1/1/00,Personal Auto,Luxury SUV,873.6,
PN21042,Arizona,M,Bachelor,453884.78%,82297.0,116.0,1/0/00,Personal Auto,Sports Car,0.382107,
GJ43254,Washington,M,College,3164210.46%,89057.0,98.0,1/0/00,Corporate Auto,Two-Door Car,187.363583,
AL46984,Cali,M,High School or Below,873042.20%,43259.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,
JP58047,Oregon,M,College,833273.06%,0.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.2,
ZE85014,Cali,M,College,235774.70%,25064.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6,
KU88219,Arizona,M,Master,463716.40%,25816.0,119.0,1/0/00,Personal Auto,Sports Car,571.2,
UU98729,Cali,M,Bachelor,535719.27%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.853987,
WS82822,Oregon,F,College,539197.10%,41662.0,69.0,1/0/00,Corporate Auto,Four-Door Car,217.973168,
YB49933,Arizona,M,Bachelor,369414.05%,96170.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6,
XC16387,Arizona,F,High School or Below,504041.24%,46072.0,64.0,1/0/00,Personal Auto,Four-Door Car,25.934064,
XJ96748,Arizona,F,High School or Below,2749542.19%,37931.0,99.0,1/0/00,Personal Auto,Four-Door Car,475.2,
TM98684,Oregon,M,High School or Below,484228.50%,35127.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6,
AY18433,Washington,F,High School or Below,2738281.89%,45473.0,76.0,1/0/00,Special Auto,Two-Door Car,188.938397,
DM74502,Nevada,F,College,522710.19%,93087.0,131.0,1/3/00,Corporate Auto,Sports Car,628.8,
FT56968,Arizona,M,High School or Below,259009.60%,22398.0,67.0,1/2/00,Personal Auto,Four-Door Car,321.6,
OX36896,Cali,M,High School or Below,1053607.80%,92983.0,87.0,1/1/00,Corporate Auto,Four-Door Car,153.205591,
BZ65376,Arizona,M,Bachelor,858127.87%,27689.0,239.0,1/2/00,Personal Auto,Luxury SUV,2893.239678,
LN34660,Cali,F,College,946311.33%,69654.0,118.0,1/0/00,Corporate Auto,SUV,629.532731,
JC29295,Cali,F,Bachelor,1344100.64%,80744.0,111.0,1/0/00,Personal Auto,SUV,361.284757,
KJ87930,Cali,F,Bachelor,388650.48%,0.0,112.0,1/0/00,Corporate Auto,SUV,1185.988301,
XT36360,Arizona,F,High School or Below,678489.37%,0.0,64.0,1/1/00,Personal Auto,Four-Door Car,460.8,
IX35050,Arizona,M,Bachelor,2359468.02%,76358.0,66.0,1/0/00,Special Auto,Four-Door Car,86.461582,
UN97379,Oregon,M,Bachelor,253862.63%,18608.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8,
MR57294,Cali,M,High School or Below,563994.20%,73168.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.800112,
UG79499,Washington,M,Bachelor,1168137.43%,70930.0,99.0,1/0/00,Personal Auto,Four-Door Car,190.43446,
UA50747,Washington,F,High School or Below,2599775.00%,62262.0,72.0,1/0/00,Corporate Auto,Four-Door Car,193.505325,
GL20444,Nevada,F,Master,1377836.93%,91474.0,113.0,1/0/00,Corporate Auto,Two-Door Car,24.087774,
SP58110,Cali,F,Bachelor,492318.17%,61469.0,63.0,1/5/00,Personal Auto,Four-Door Car,302.4,
XM91635,Arizona,F,High School or Below,227233.54%,16618.0,62.0,1/0/00,Special Auto,Four-Door Car,219.288706,
TV82603,Cali,F,Bachelor,1489539.80%,48081.0,188.0,1/0/00,Personal Auto,Luxury SUV,881.360959,
BB82067,Oregon,M,Doctor,975604.50%,67632.0,121.0,1/0/00,Personal Auto,Sports Car,26.951627,
JP94676,Oregon,F,Bachelor,942297.41%,34115.0,119.0,1/0/00,Personal Auto,SUV,466.122541,
VU53417,Arizona,M,High School or Below,383735.76%,23051.0,99.0,1/0/00,Personal Auto,Two-Door Car,475.2,
IW54795,Cali,M,College,1095213.19%,23748.0,99.0,1/0/00,Personal Auto,Four-Door Car,607.095655,
RN78170,Arizona,F,College,815913.66%,40589.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2,
IX55883,Cali,F,College,1948049.98%,50809.0,83.0,1/0/00,Personal Auto,Four-Door Car,290.381707,
XM72420,Arizona,F,High School or Below,391936.67%,66676.0,97.0,1/0/00,Personal Auto,Four-Door Car,558.099357,
GC15104,Nevada,F,Bachelor,798514.21%,52339.0,70.0,1/3/00,Corporate Auto,Four-Door Car,336.0,
RX13282,Oregon,M,Bachelor,1216874.49%,14973.0,115.0,1/0/00,Personal Auto,SUV,828.0,
QA85890,Arizona,F,High School or Below,584932.15%,0.0,83.0,1/0/00,Corporate Auto,Four-Door Car,540.514115,
IR62668,Arizona,F,Bachelor,508583.66%,31546.0,65.0,1/0/00,Personal Auto,Four-Door Car,100.049832,
AL96740,Cali,F,College,290393.98%,67763.0,73.0,1/1/00,Personal Auto,Four-Door Car,59.861963,
SS48498,Washington,F,College,627317.34%,20836.0,79.0,1/0/00,Corporate Auto,Four-Door Car,193.57032,
PE39479,Washington,M,College,1832141.90%,88592.0,76.0,1/0/00,Corporate Auto,Four-Door Car,199.79727,
JH62891,Oregon,F,College,517870.42%,66943.0,65.0,1/1/00,Special Auto,Four-Door Car,53.084753,
FI20423,Arizona,F,High School or Below,1402435.84%,81872.0,115.0,1/0/00,Special Auto,Four-Door Car,256.43803,
PM13394,Washington,F,College,530943.59%,22404.0,70.0,1/1/00,Personal Auto,Four-Door Car,211.136067,
YV67971,Cali,F,High School or Below,494980.38%,21342.0,62.0,1/0/00,Personal Auto,Four-Door Car,74.350893,
QD31377,Cali,M,Bachelor,859566.53%,34621.0,108.0,1/1/00,Corporate Auto,SUV,621.464468,
YG10247,Oregon,M,College,2295189.20%,62396.0,64.0,1/0/00,Personal Auto,Four-Door Car,307.2,
FE73696,Oregon,M,High School or Below,379213.03%,97212.0,93.0,1/0/00,Personal Auto,Two-Door Car,360.05589,
SW19699,Arizona,F,Bachelor,275574.80%,49648.0,70.0,1/0/00,Personal Auto,Four-Door Car,65.954813,
QJ40732,Arizona,M,College,488033.96%,97984.0,61.0,1/1/00,Personal Auto,Four-Door Car,407.450118,
HM76207,Cali,F,College,905190.53%,26308.0,114.0,1/0/00,Corporate Auto,SUV,547.2,
NT59303,Oregon,F,College,1011544.62%,63528.0,256.0,1/0/00,Personal Auto,Luxury Car,1228.8,
PU41393,Nevada,M,College,826907.54%,20225.0,114.0,1/1/00,Special Auto,SUV,547.2,
QO86948,Nevada,M,High School or Below,807165.30%,0.0,112.0,1/0/00,Personal Auto,SUV,806.4,
QN10888,Oregon,F,High School or Below,772699.36%,87620.0,64.0,1/0/00,Personal Auto,Four-Door Car,24.063693,
VY19543,Cali,F,Bachelor,831113.59%,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,311.329282,
XC15133,Nevada,F,Master,257402.04%,34990.0,65.0,1/0/00,Personal Auto,Four-Door Car,42.689135,
ST43550,Oregon,M,Bachelor,572732.71%,99934.0,71.0,1/0/00,Special Auto,Four-Door Car,460.323855,
FX36546,Washington,M,Master,367914.21%,60804.0,92.0,1/0/00,Personal Auto,Four-Door Car,213.225001,
JX68983,Oregon,M,Bachelor,274451.96%,94648.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,
HX78576,Cali,F,High School or Below,563674.03%,24516.0,71.0,1/0/00,Personal Auto,Four-Door Car,300.607591,
ZQ11381,Arizona,M,Bachelor,1687038.82%,61063.0,85.0,1/0/00,Personal Auto,Four-Door Car,262.504882,
ON39271,Cali,M,Master,273800.20%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,263.365432,
SB18278,Oregon,M,Bachelor,464470.05%,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2,
ZT30559,Cali,F,High School or Below,474668.65%,15169.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4,
XI41106,Arizona,M,College,1687432.82%,55390.0,71.0,1/0/00,Corporate Auto,Two-Door Car,256.268091,
ZS88847,Oregon,F,Bachelor,238760.61%,27592.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6,
RU49126,Washington,F,College,446533.57%,61846.0,112.0,1/0/00,Personal Auto,SUV,215.8182,
KR62797,Arizona,F,High School or Below,459162.59%,83297.0,113.0,1/0/00,Personal Auto,SUV,542.4,
ZJ73220,Arizona,F,College,1309258.58%,0.0,188.0,1/0/00,Special Auto,Luxury Car,1353.6,
FY62633,Oregon,M,Bachelor,911226.66%,0.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0,
CU36986,Cali,F,High School or Below,416516.66%,55897.0,104.0,1/0/00,Personal Auto,Four-Door Car,499.2,
WZ53904,Arizona,M,Bachelor,265998.06%,21297.0,71.0,1/0/00,Personal Auto,Four-Door Car,45.507952,
AA71604,Arizona,F,Master,1198659.21%,87560.0,98.0,1/1/00,Personal Auto,Two-Door Car,470.4,
TD10493,Oregon,F,High School or Below,289873.27%,0.0,96.0,1/4/00,Personal Auto,Four-Door Car,691.2,
LY97989,Oregon,F,Bachelor,289424.39%,0.0,85.0,1/0/00,Personal Auto,Four-Door Car,408.0,
VX39856,Arizona,F,Doctor,350045.44%,89398.0,86.0,1/0/00,Personal Auto,Four-Door Car,82.409922,
TP51897,Cali,F,College,262180.86%,36843.0,68.0,1/3/00,Corporate Auto,Four-Door Car,357.642982,
QQ89253,Oregon,F,College,1022180.50%,0.0,134.0,1/0/00,Personal Auto,SUV,643.2,
EI91403,Cali,M,High School or Below,257827.10%,34946.0,65.0,1/0/00,Personal Auto,Two-Door Car,420.35698,
QG15435,Arizona,F,College,624259.57%,75680.0,78.0,1/0/00,Personal Auto,Four-Door Car,136.787725,
FZ55002,Nevada,F,Doctor,522028.10%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,
HX77930,Washington,F,College,313643.21%,49532.0,79.0,1/1/00,Personal Auto,Four-Door Car,220.186677,
UN37063,Arizona,M,Bachelor,452536.58%,10269.0,65.0,1/0/00,Personal Auto,Two-Door Car,170.798204,
VB87946,Cali,M,College,497035.73%,49714.0,63.0,1/3/00,Personal Auto,Four-Door Car,266.165535,
AB60627,Cali,M,High School or Below,1546778.90%,77517.0,129.0,1/0/00,Corporate Auto,SUV,98.921782,
TA34903,Oregon,M,High School or Below,583889.92%,81082.0,73.0,1/0/00,Personal Auto,Four-Door Car,281.295903,
AQ51368,Oregon,F,Bachelor,1065688.20%,72540.0,88.0,1/0/00,Corporate Auto,Two-Door Car,631.743039,
NZ26102,Oregon,F,High School or Below,228961.87%,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,468.0,
GB45753,Cali,M,High School or Below,543980.42%,61546.0,68.0,1/0/00,Corporate Auto,Two-Door Car,29.209521,
BV79904,Cali,F,Master,795615.01%,44818.0,67.0,1/1/00,Personal Auto,Two-Door Car,136.883999,
OB49075,Arizona,M,Bachelor,445811.34%,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0,
DS97676,Oregon,F,College,255505.15%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.4,
JO63462,Cali,M,Bachelor,330799.90%,79797.0,84.0,1/0/00,Corporate Auto,Two-Door Car,31.755601,
NJ10602,Washington,F,College,845905.32%,92717.0,70.0,1/0/00,Personal Auto,Two-Door Car,224.27582,
